NumberWithDash,EPM_ProductionControlItemID,EPM_MainMark,EPM_InstanceNumber,Assembly_MainPieceProductionCode,Assembly_MainPartLengthFt,Assembly_WeightEachLbs,Assembly_SurfaceAreaEachSqFt,Assembly_MainPartShape,Assembly_MainPartDimension,Assembly_MainPartFinishDescr,Assembly_TotalQuantityInJob,Assembly_NumSmallParts,EPM_AdjustedStationName,TimeInSeconds_ThisWorkSegment,Assembly_EstTotalHours_ThisLaborGroup
22-081,899562,A271,1,ANGLE,5.76,51.021,8.51,L,4 x 4 x 5/16,G - Galvanized,1,4,Weld,834,0.0
22-081,899565,A326,1,ANGLE,6.6,32.335,6.6,L,3 x 3 x 1/4,G - Galvanized,1,1,Fab/Layout,180,0.0
22-081,899566,B193,1,CHANNEL,14.54,328.746,46.54,C,12 x 20.7,G - Galvanized,1,4,Fab/Layout,1538,0.0
22-081,899566,B193,1,CHANNEL,14.54,328.746,46.54,C,12 x 20.7,G - Galvanized,1,4,Material Handling,7,0.0
22-081,899566,B193,1,CHANNEL,14.54,328.746,46.54,C,12 x 20.7,G - Galvanized,1,4,Weld,1523,0.0
22-081,899570,B204,1,CHANNEL,3.32,68.784,9.75,C,12 x 20.7,G - Galvanized,1,1,Fab/Layout,1079,0.0
22-081,899571,B211,1,CHANNEL,5.7,259.359,36.8,C,12 x 20.7,G - Galvanized,1,5,Fab/Layout,4156,0.0
22-081,899571,B211,1,CHANNEL,5.7,259.359,36.8,C,12 x 20.7,G - Galvanized,1,5,Material Handling,3,0.0
22-081,899571,B211,1,CHANNEL,5.7,259.359,36.8,C,12 x 20.7,G - Galvanized,1,5,Weld,3213,0.0
22-081,899576,B213,1,CHANNEL,3.54,19.125,4.12,C,4 x 5.4,G - Galvanized,2,1,Fab/Layout,199,0.0
22-081,899576,B213,2,CHANNEL,3.54,19.125,4.12,C,4 x 5.4,G - Galvanized,2,1,Fab/Layout,199,0.0
22-081,899577,B226,1,CHANNEL,14.66,325.394,46.19,C,12 x 20.7,G - Galvanized,1,6,Fab/Layout,2558,0.0
22-081,899577,B226,1,CHANNEL,14.66,325.394,46.19,C,12 x 20.7,G - Galvanized,1,6,Material Handling,87,0.0
22-081,899577,B226,1,CHANNEL,14.66,325.394,46.19,C,12 x 20.7,G - Galvanized,1,6,Weld,2700,0.0
22-081,899582,B234,1,CHANNEL,15.77,357.952,50.9,C,12 x 20.7,G - Galvanized,1,9,Fab/Layout,7632,0.0
22-081,899582,B234,1,CHANNEL,15.77,357.952,50.9,C,12 x 20.7,G - Galvanized,1,9,Material Handling,4,0.0
22-081,899582,B234,1,CHANNEL,15.77,357.952,50.9,C,12 x 20.7,G - Galvanized,1,9,Weld,1434,0.0
22-081,899588,B252,1,CHANNEL,4.64,201.933,28.61,C,12 x 20.7,G - Galvanized,1,3,Fab/Layout,2894,0.0
22-081,899588,B252,1,CHANNEL,4.64,201.933,28.61,C,12 x 20.7,G - Galvanized,1,3,Material Handling,3,0.0
22-081,899588,B252,1,CHANNEL,4.64,201.933,28.61,C,12 x 20.7,G - Galvanized,1,3,Weld,2133,0.0
22-081,899591,B256,1,CHANNEL,12.46,262.354,37.23,C,12 x 20.7,G - Galvanized,1,3,Fab/Layout,2326,0.0
22-081,899591,B256,1,CHANNEL,12.46,262.354,37.23,C,12 x 20.7,G - Galvanized,1,3,Material Handling,6,0.0
22-081,899591,B256,1,CHANNEL,12.46,262.354,37.23,C,12 x 20.7,G - Galvanized,1,3,Weld,346,0.0
22-081,899594,B333,1,CHANNEL,3.32,71.018,10.09,C,12 x 20.7,G - Galvanized,1,2,Fab/Layout,1517,0.0
22-081,899594,B333,1,CHANNEL,3.32,71.018,10.09,C,12 x 20.7,G - Galvanized,1,2,Material Handling,3,0.0
22-081,899594,B333,1,CHANNEL,3.32,71.018,10.09,C,12 x 20.7,G - Galvanized,1,2,Weld,729,0.0
22-081,899596,P171,1,PLATE,1.15,14.907,2.08,PL,3/8 x 13    §,G - Galvanized,1,1,Fab/Layout,375,0.0
22-081,899597,P252,1,PLATE,1.22,16.127,2.24,PL,3/8 x 13    §,G - Galvanized,1,1,Fab/Layout,315,0.0
22-081,899598,P253,1,PLATE,1.51,20.557,2.84,PL,3/8 x 13    §,G - Galvanized,1,1,Fab/Layout,205,0.0
22-081,899599,SS109,1,GALV. STRINGER,12.6,271.235,38.9,C,12 x 20.7,G - Galvanized,1,6,Fab/Layout,2798,0.0
22-081,899599,SS109,1,GALV. STRINGER,12.6,271.235,38.9,C,12 x 20.7,G - Galvanized,1,6,Material Handling,3,0.0
22-081,899599,SS109,1,GALV. STRINGER,12.6,271.235,38.9,C,12 x 20.7,G - Galvanized,1,6,Weld,4509,0.0
22-081,899605,SS167,1,GALV. STRINGER,12.36,301.953,43.26,C,12 x 20.7,G - Galvanized,1,6,Fab/Layout,6426,0.0
22-081,899605,SS167,1,GALV. STRINGER,12.36,301.953,43.26,C,12 x 20.7,G - Galvanized,1,6,Material Handling,3,0.0
22-081,899605,SS167,1,GALV. STRINGER,12.36,301.953,43.26,C,12 x 20.7,G - Galvanized,1,6,Weld,4503,0.0
22-085,903949,HR114,1,PIPE,4.23,29.153,5.33,PI,1 1/4SCH40,G - Galvanized,1,4,Fab/Layout,1086,0.0
22-085,903949,HR114,1,PIPE,4.23,29.153,5.33,PI,1 1/4SCH40,G - Galvanized,1,4,Material Handling,5,0.0
22-085,903949,HR114,1,PIPE,4.23,29.153,5.33,PI,1 1/4SCH40,G - Galvanized,1,4,Weld,650,0.0
22-085,903953,HR116,1,PIPE,12.78,145.811,26.42,PI,1 1/4SCH40,G - Galvanized,1,24,Fab/Layout,4462,0.0
22-085,903953,HR116,1,PIPE,12.78,145.811,26.42,PI,1 1/4SCH40,G - Galvanized,1,24,Material Handling,5,0.0
22-085,903953,HR116,1,PIPE,12.78,145.811,26.42,PI,1 1/4SCH40,G - Galvanized,1,24,Weld,3416,0.0
22-102,547388,A107,1,ALUM ANGLE,6.25,15.438,6.25,AL,3 x 3 x 3/8,T - Coal Tar For Aluminum,3,1,Cut,27,0.0
22-102,547826,P117,1,PLATE,1.1,3.999,2.27,PL,1/4 x 11 7/8    §,N - No Paint,4,1,Fab/Layout,79,0.0
22-111,803394,A228,1,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,2,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,3,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,4,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,5,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,6,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,7,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,8,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,9,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,10,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,11,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,12,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,13,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,14,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,38,0.0
22-111,803394,A228,15,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,37,0.0
22-111,803394,A228,16,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,14863,0.0
22-111,803394,A228,33,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,33,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,33,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,34,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,9,0.0
22-111,803394,A228,34,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,1,0.0
22-111,803394,A228,34,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,35,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,35,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,35,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,1,0.0
22-111,803394,A228,36,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,36,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,1,0.0
22-111,803394,A228,36,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,37,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,37,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,37,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,38,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,9,0.0
22-111,803394,A228,38,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,38,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,1,0.0
22-111,803394,A228,39,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,39,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,1,0.0
22-111,803394,A228,39,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,40,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,40,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,40,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,41,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,41,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,1,0.0
22-111,803394,A228,41,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,1,0.0
22-111,803394,A228,42,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,9,0.0
22-111,803394,A228,42,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,42,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,43,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,43,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,1,0.0
22-111,803394,A228,43,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,2,0.0
22-111,803394,A228,44,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Fab/Layout,8,0.0
22-111,803394,A228,44,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Material Handling,0,0.0
22-111,803394,A228,44,ALUM ANGLE,0.75,2.275,0.88,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,112,1,Paint,1,0.0
22-111,803397,A270,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,6,1,Fab/Layout,56,0.0
22-111,803397,A270,2,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,6,1,Fab/Layout,57,0.0
22-111,803403,A271,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,4,1,Fab/Layout,76,0.0
22-111,803403,A271,2,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,4,1,Fab/Layout,75,0.0
22-111,803433,B162,1,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Fab/Layout,188,0.0
22-111,803433,B162,1,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Material Handling,1,0.0
22-111,803433,B162,1,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Weld,224,0.0
22-111,803433,B162,2,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Fab/Layout,189,0.0
22-111,803433,B162,2,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Material Handling,2,0.0
22-111,803433,B162,2,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Weld,223,0.0
22-111,803433,B162,3,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Fab/Layout,187,0.0
22-111,803433,B162,3,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Material Handling,1,0.0
22-111,803433,B162,3,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Weld,223,0.0
22-111,803433,B162,4,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Fab/Layout,188,0.0
22-111,803433,B162,4,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Material Handling,2,0.0
22-111,803433,B162,4,ALUM CHANNEL,3.38,11.448,6.14,AC,6 x 2.826,T - Coal Tar For Aluminum,8,3,Weld,224,0.0
22-111,866932,A325,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,2,1,Fab/Layout,116,0.0
22-111,866932,A325,2,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,2,1,Fab/Layout,115,0.0
22-111,866938,A326,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,2,1,Fab/Layout,240,0.0
22-111,866938,A326,2,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,2,1,Fab/Layout,218,0.0
22-111,866944,B152,1,ALUM CHANNEL,3.92,11.069,6.24,AC,6 x 2.826,N - No Paint,1,1,Fab/Layout,108,0.0
22-111,866945,B164,1,ALUM CHANNEL,3.83,10.833,6.11,AC,6 x 2.826,N - No Paint,2,1,Fab/Layout,124,0.0
22-111,866945,B164,2,ALUM CHANNEL,3.83,10.833,6.11,AC,6 x 2.826,N - No Paint,2,1,Fab/Layout,123,0.0
22-111,866946,B170,1,ALUM CHANNEL,4.75,13.424,7.57,AC,6 x 2.826,N - No Paint,2,1,Fab/Layout,87,0.0
22-111,866946,B170,2,ALUM CHANNEL,4.75,13.424,7.57,AC,6 x 2.826,N - No Paint,2,1,Fab/Layout,38,0.0
22-111,866947,P108,1,PLATE,1.13,2.242,0.62,PL,1/4 x 3,T - Coal Tar For Aluminum,2,1,Fab/Layout,154,0.0
22-111,866947,P108,2,PLATE,1.13,2.242,0.62,PL,1/4 x 3,T - Coal Tar For Aluminum,2,1,Fab/Layout,155,0.0
22-111,866953,P111,1,PLATE,3.96,227.973,27.78,PL,3/8 x 41 7/16,N - No Paint,1,1,Fab/Layout,231,0.0
22-111,866957,P113,1,PLATE,0.17,0.31,0.07,PL,1/4 x 2,N - No Paint,3,1,Fab/Layout,65,0.0
22-111,866957,P113,2,PLATE,0.17,0.31,0.07,PL,1/4 x 2,N - No Paint,3,1,Fab/Layout,65,0.0
22-111,866957,P113,3,PLATE,0.17,0.31,0.07,PL,1/4 x 2,N - No Paint,3,1,Fab/Layout,65,0.0
22-111,868615,B105,1,BEAM,20.83,1406.206,114.5,S,20 x 66,G - Galvanized,1,5,Fab/Layout,4362,0.0
22-111,868615,B105,1,BEAM,20.83,1406.206,114.5,S,20 x 66,G - Galvanized,1,5,Material Handling,143,0.0
22-111,868615,B105,1,BEAM,20.83,1406.206,114.5,S,20 x 66,G - Galvanized,1,5,Weld,3967,0.0
22-111,868634,C101,1,COLUMN,19.03,2555.967,244.34,W,12 x 53,G - Galvanized,1,7,Fab/Layout,12289,0.0
22-111,868634,C101,1,COLUMN,19.03,2555.967,244.34,W,12 x 53,G - Galvanized,1,7,Material Handling,1051,0.0
22-111,868634,C101,1,COLUMN,19.03,2555.967,244.34,W,12 x 53,G - Galvanized,1,7,Weld,20198,0.0
22-111,868639,C102,1,COLUMN,15.83,2217.54,210.55,W,12 x 53,G - Galvanized,1,7,Fab/Layout,14626,0.0
22-111,868639,C102,1,COLUMN,15.83,2217.54,210.55,W,12 x 53,G - Galvanized,1,7,Material Handling,2456,0.0
22-111,868639,C102,1,COLUMN,15.83,2217.54,210.55,W,12 x 53,G - Galvanized,1,7,Weld,8173,0.0
22-111,868644,C103,1,COLUMN,9.83,1446.708,134.91,W,12 x 53,G - Galvanized,2,5,Fab/Layout,233,0.0
22-111,868644,C103,1,COLUMN,9.83,1446.708,134.91,W,12 x 53,G - Galvanized,2,5,Weld,8835,0.0
22-111,868644,C103,2,COLUMN,9.83,1446.708,134.91,W,12 x 53,G - Galvanized,2,5,Fab/Layout,8489,0.0
22-111,868644,C103,2,COLUMN,9.83,1446.708,134.91,W,12 x 53,G - Galvanized,2,5,Material Handling,51,0.0
22-111,868644,C103,2,COLUMN,9.83,1446.708,134.91,W,12 x 53,G - Galvanized,2,5,Weld,10194,0.0
22-111,868648,P104,13,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,14,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,60,0.0
22-111,868648,P104,15,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,16,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,17,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,18,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,60,0.0
22-111,868648,P104,19,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,20,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,21,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,60,0.0
22-111,868648,P104,22,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,8,0.0
22-111,868648,P104,23,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,24,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,25,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,26,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,60,0.0
22-111,868648,P104,27,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868648,P104,28,PLATE WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,61,0.0
22-111,868649,P112,1,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,2,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,357,0.0
22-111,868649,P112,3,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,23,0.0
22-111,868649,P112,4,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,16,0.0
22-111,868649,P112,5,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,6,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,23,0.0
22-111,868649,P112,7,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,8,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,9,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,10,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,23,0.0
22-111,868649,P112,11,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,12,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,13,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,14,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,23,0.0
22-111,868649,P112,15,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,868649,P112,16,WASHER,0.25,0.957,0.16,PL,3/8 x 3,G - Galvanized,16,1,Fab/Layout,24,0.0
22-111,897096,A275,1,ALUM ANGLE,0.5,2.677,0.58,AL,3 1/2 x 3 1/2 x 3/8,N - No Paint,6,1,Fab/Layout,105,0.0
22-111,897100,A276,1,ALUM ANGLE,0.5,2.677,0.58,AL,3 1/2 x 3 1/2 x 3/8,N - No Paint,2,1,Fab/Layout,80,0.0
22-111,897104,A321,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,1,1,Fab/Layout,101,0.0
22-111,897110,A322,1,ALUM ANGLE,0.81,3.064,0.95,AL,3 1/2 x 3 1/2 x 3/8,T - Coal Tar For Aluminum,1,1,Fab/Layout,98,0.0
22-111,897125,B110,1,ALUM BEAM,15.33,181.683,65.7,ALB,12 x 11.672,N - No Paint,3,1,Fab/Layout,172,0.0
22-111,897125,B110,2,ALUM BEAM,15.33,181.683,65.7,ALB,12 x 11.672,N - No Paint,3,1,Fab/Layout,28,0.0
22-111,897125,B110,3,ALUM BEAM,15.33,181.683,65.7,ALB,12 x 11.672,N - No Paint,3,1,Fab/Layout,90,0.0
22-111,897129,B145,1,ALUM CHANNEL,5.01,16.216,8.56,AC,6 x 2.826,N - No Paint,1,2,Fab/Layout,554,0.0
22-111,897129,B145,1,ALUM CHANNEL,5.01,16.216,8.56,AC,6 x 2.826,N - No Paint,1,2,Weld,219,0.0
22-111,897134,B146,1,ALUM CHANNEL,3.92,11.069,6.24,AC,6 x 2.826,N - No Paint,1,1,Fab/Layout,439,0.0
